id,airline_iata,airline_icao,flight_iata,flight_icao,flight_number,dep_iata,dep_icao,dep_terminal,dep_gate,dep_time,dep_time_utc,dep_estimated,dep_estimated_utc,dep_actual,dep_actual_utc,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_time,arr_time_utc,cs_airline_iata,cs_flight_number,cs_flight_iata,status,duration,delayed,dep_delayed,arr_delayed,aircraft_icao,arr_time_ts,dep_time_ts,dep_estimated_ts,dep_actual_ts,departure,arrivals,arr_estimated,arr_estimated_ts,arr_estimated_utc,arr_actual,arr_actual_ts,arr_actual_utc
305,S4,RZO,S48268,RZO8268,8268,PRG,LKPR,2,D6,2022-11-08 18:55,2022-11-08 17:55,2022-11-08 19:15,2022-11-08 18:15,2022-11-08 19:15,2022-11-08 18:15,LIS,LPPT,1,,250.0,2022-11-08 21:35,2022-11-08 21:35,TP,1247.0,TP1247,active,220,,20.0,,,1667943300,1667930100,1667931300.0,1667931300.0,Prague Vaclav Havel Airport,Lisbon Humberto Delgado Airport,,,,,,
306,TP,TAP,TP1247,TAP1247,1247,PRG,LKPR,2,D6,2022-11-08 18:55,2022-11-08 17:55,2022-11-08 19:15,2022-11-08 18:15,2022-11-08 19:15,2022-11-08 18:15,LIS,LPPT,1,,250.0,2022-11-08 21:35,2022-11-08 21:35,,,,active,220,,20.0,,,1667943300,1667930100,1667931300.0,1667931300.0,Prague Vaclav Havel Airport,Lisbon Humberto Delgado Airport,,,,,,
307,AA,AAL,AA6758,AAL6758,6758,LHR,EGLL,5,B42,2022-11-08 19:00,2022-11-08 19:00,2022-11-08 20:00,2022-11-08 20:00,2022-11-08 20:00,2022-11-08 20:00,LIS,LPPT,1,,,2022-11-08 21:55,2022-11-08 21:55,BA,504.0,BA504,active,175,60.0,60.0,,,1667944500,1667934000,1667937600.0,1667937600.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,,,,,,
308,AY,FIN,AY5984,FIN5984,5984,LHR,EGLL,5,B42,2022-11-08 19:00,2022-11-08 19:00,2022-11-08 20:00,2022-11-08 20:00,2022-11-08 20:00,2022-11-08 20:00,LIS,LPPT,1,,,2022-11-08 21:55,2022-11-08 21:55,BA,504.0,BA504,active,175,60.0,60.0,,,1667944500,1667934000,1667937600.0,1667937600.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,,,,,,
309,BA,BAW,BA504,BAW504,504,LHR,EGLL,5,B42,2022-11-08 19:00,2022-11-08 19:00,2022-11-08 20:00,2022-11-08 20:00,2022-11-08 20:00,2022-11-08 20:00,LIS,LPPT,1,,,2022-11-08 21:55,2022-11-08 21:55,,,,active,175,60.0,60.0,,,1667944500,1667934000,1667937600.0,1667937600.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,,,,,,
310,JL,JAL,JL7733,JAL7733,7733,LHR,EGLL,5,B42,2022-11-08 19:00,2022-11-08 19:00,2022-11-08 20:00,2022-11-08 20:00,2022-11-08 20:00,2022-11-08 20:00,LIS,LPPT,1,,,2022-11-08 21:55,2022-11-08 21:55,BA,504.0,BA504,active,175,60.0,60.0,,,1667944500,1667934000,1667937600.0,1667937600.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,,,,,,
311,QR,QTR,QR5912,QTR5912,5912,LHR,EGLL,5,B42,2022-11-08 19:00,2022-11-08 19:00,2022-11-08 20:00,2022-11-08 20:00,2022-11-08 20:00,2022-11-08 20:00,LIS,LPPT,1,,,2022-11-08 21:55,2022-11-08 21:55,BA,504.0,BA504,active,175,60.0,60.0,,,1667944500,1667934000,1667937600.0,1667937600.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,,,,,,
312,TP,TAP,TP761,TAP761,761,OSL,ENGM,,D10,2022-11-08 18:45,2022-11-08 17:45,2022-11-08 19:11,2022-11-08 18:11,2022-11-08 19:11,2022-11-08 18:11,LIS,LPPT,1,,,2022-11-08 21:55,2022-11-08 21:55,,,,active,250,,26.0,,A21N,1667944500,1667929500,1667931060.0,1667931060.0,"Oslo Airport, Gardermoen",Lisbon Humberto Delgado Airport,,,,,,
313,AD,AZU,AD7521,AZU7521,7521,ORY,LFPO,1,,2022-11-08 20:35,2022-11-08 19:35,,,,,LIS,LPPT,1,,,2022-11-08 22:05,2022-11-08 22:05,TP,449.0,TP449,scheduled,150,,,,,1667945100,1667936100,,,Paris Orly Airport,Lisbon Humberto Delgado Airport,,,,,,
314,S4,RZO,S48935,RZO8935,8935,ORY,LFPO,1,,2022-11-08 20:35,2022-11-08 19:35,,,,,LIS,LPPT,1,,,2022-11-08 22:05,2022-11-08 22:05,TP,449.0,TP449,scheduled,150,,,,,1667945100,1667936100,,,Paris Orly Airport,Lisbon Humberto Delgado Airport,,,,,,
315,TP,TAP,TP449,TAP449,449,ORY,LFPO,1,,2022-11-08 20:35,2022-11-08 19:35,,,,,LIS,LPPT,1,,,2022-11-08 22:05,2022-11-08 22:05,,,,scheduled,150,,,,,1667945100,1667936100,,,Paris Orly Airport,Lisbon Humberto Delgado Airport,,,,,,
316,A3,AEE,A31708,AEE1708,1708,BCN,LEBL,1,B36,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:36,2022-11-08 20:36,2022-11-08 21:36,2022-11-08 20:36,LIS,LPPT,1,,,2022-11-08 22:10,2022-11-08 22:10,TP,1045.0,TP1045,active,120,26.0,26.0,,,1667945400,1667938200,1667939760.0,1667939760.0,Barcelona-El Prat Airport,Lisbon Humberto Delgado Airport,,,,,,
317,AD,AZU,AD7216,AZU7216,7216,BCN,LEBL,1,B36,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:36,2022-11-08 20:36,2022-11-08 21:36,2022-11-08 20:36,LIS,LPPT,1,,,2022-11-08 22:10,2022-11-08 22:10,TP,1045.0,TP1045,active,120,26.0,26.0,,,1667945400,1667938200,1667939760.0,1667939760.0,Barcelona-El Prat Airport,Lisbon Humberto Delgado Airport,,,,,,
318,AV,AVA,AV2486,AVA2486,2486,BCN,LEBL,1,B36,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:36,2022-11-08 20:36,2022-11-08 21:36,2022-11-08 20:36,LIS,LPPT,1,,,2022-11-08 22:10,2022-11-08 22:10,TP,1045.0,TP1045,active,120,26.0,26.0,,,1667945400,1667938200,1667939760.0,1667939760.0,Barcelona-El Prat Airport,Lisbon Humberto Delgado Airport,,,,,,
319,LO,LOT,LO5441,LOT5441,5441,WAW,EPWA,A,26,2022-11-08 19:00,2022-11-08 18:00,,,,,LIS,LPPT,1,,,2022-11-08 22:10,2022-11-08 22:10,TP,1207.0,TP1207,scheduled,250,,,,,1667945400,1667930400,,,Warsaw Chopin Airport,Lisbon Humberto Delgado Airport,,,,,,
320,S4,RZO,S48715,RZO8715,8715,BCN,LEBL,1,B36,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:36,2022-11-08 20:36,2022-11-08 21:36,2022-11-08 20:36,LIS,LPPT,1,,,2022-11-08 22:10,2022-11-08 22:10,TP,1045.0,TP1045,active,120,26.0,26.0,,,1667945400,1667938200,1667939760.0,1667939760.0,Barcelona-El Prat Airport,Lisbon Humberto Delgado Airport,,,,,,
321,TP,TAP,TP1045,TAP1045,1045,BCN,LEBL,1,B36,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:36,2022-11-08 20:36,2022-11-08 21:36,2022-11-08 20:36,LIS,LPPT,1,,,2022-11-08 22:10,2022-11-08 22:10,,,,active,120,26.0,26.0,,A21N,1667945400,1667938200,1667939760.0,1667939760.0,Barcelona-El Prat Airport,Lisbon Humberto Delgado Airport,,,,,,
322,TP,TAP,TP1207,TAP1207,1207,WAW,EPWA,A,26,2022-11-08 19:00,2022-11-08 18:00,,,,,LIS,LPPT,1,,,2022-11-08 22:10,2022-11-08 22:10,,,,scheduled,250,,,,,1667945400,1667930400,,,Warsaw Chopin Airport,Lisbon Humberto Delgado Airport,,,,,,
323,FR,RYR,FR4394,RYR4394,4394,BVA,LFOB,T2,,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:19,2022-11-08 20:19,2022-11-08 21:19,2022-11-08 20:19,LIS,LPPT,1,,,2022-11-08 22:40,2022-11-08 22:40,,,,active,150,9.0,9.0,,B738,1667947200,1667938200,1667938740.0,1667938740.0,Beauvais-Tille Airport,Lisbon Humberto Delgado Airport,2022-11-08 22:24,1667946240.0,2022-11-08 22:24,,,
324,AD,AZU,AD7456,AZU7456,7456,PDL,LPPD,T1,,2022-11-08 19:10,2022-11-08 20:10,2022-11-08 19:22,2022-11-08 20:22,2022-11-08 19:22,2022-11-08 20:22,LIS,LPPT,1,,,2022-11-08 22:25,2022-11-08 22:25,TP,1860.0,TP1860,active,135,,,,,1667946300,1667938200,1667938920.0,1667938920.0,Ponta Delgada-Joao Paulo II Airport,Lisbon Humberto Delgado Airport,,,,,,
325,S4,RZO,S48270,RZO8270,8270,PDL,LPPD,T1,,2022-11-08 19:10,2022-11-08 20:10,2022-11-08 19:22,2022-11-08 20:22,2022-11-08 19:22,2022-11-08 20:22,LIS,LPPT,1,,,2022-11-08 22:25,2022-11-08 22:25,TP,1860.0,TP1860,active,135,,,,,1667946300,1667938200,1667938920.0,1667938920.0,Ponta Delgada-Joao Paulo II Airport,Lisbon Humberto Delgado Airport,,,,,,
326,TP,TAP,TP1860,TAP1860,1860,PDL,LPPD,T1,,2022-11-08 19:10,2022-11-08 20:10,2022-11-08 19:22,2022-11-08 20:22,2022-11-08 19:22,2022-11-08 20:22,LIS,LPPT,1,,,2022-11-08 22:25,2022-11-08 22:25,,,,active,135,,,,,1667946300,1667938200,1667938920.0,1667938920.0,Ponta Delgada-Joao Paulo II Airport,Lisbon Humberto Delgado Airport,,,,,,
327,FR,RYR,FR784,RYR784,784,VCE,LIPZ,,,2022-11-08 20:00,2022-11-08 19:00,2022-11-08 20:10,2022-11-08 19:10,2022-11-08 20:10,2022-11-08 19:10,LIS,LPPT,1,,,2022-11-08 22:10,2022-11-08 22:10,,,,active,190,10.0,10.0,22.0,B738,1667945400,1667934000,1667934600.0,1667934600.0,Venice Marco Polo Airport,Lisbon Humberto Delgado Airport,2022-11-08 22:32,1667946720.0,2022-11-08 22:32,,,
328,LH,DLH,LH1780,DLH1780,1780,MUC,EDDM,2,G2,2022-11-08 20:25,2022-11-08 19:25,2022-11-08 20:23,2022-11-08 19:23,2022-11-08 20:23,2022-11-08 19:23,LIS,LPPT,1,,,2022-11-08 22:40,2022-11-08 22:40,,,,active,195,,,,,1667947200,1667935500,1667935380.0,1667935380.0,Munich International Airport,Lisbon Humberto Delgado Airport,,,,,,
329,OS,AUA,OS7345,AUA7345,7345,MUC,EDDM,2,G2,2022-11-08 20:25,2022-11-08 19:25,2022-11-08 20:23,2022-11-08 19:23,2022-11-08 20:23,2022-11-08 19:23,LIS,LPPT,1,,,2022-11-08 22:40,2022-11-08 22:40,LH,1780.0,LH1780,active,195,,,,,1667947200,1667935500,1667935380.0,1667935380.0,Munich International Airport,Lisbon Humberto Delgado Airport,,,,,,
330,SK,SAS,SK3266,SAS3266,3266,MUC,EDDM,2,G2,2022-11-08 20:25,2022-11-08 19:25,2022-11-08 20:23,2022-11-08 19:23,2022-11-08 20:23,2022-11-08 19:23,LIS,LPPT,1,,,2022-11-08 22:40,2022-11-08 22:40,LH,1780.0,LH1780,active,195,,,,,1667947200,1667935500,1667935380.0,1667935380.0,Munich International Airport,Lisbon Humberto Delgado Airport,,,,,,
331,TP,TAP,TP6724,TAP6724,6724,MUC,EDDM,2,G2,2022-11-08 20:25,2022-11-08 19:25,2022-11-08 20:23,2022-11-08 19:23,2022-11-08 20:23,2022-11-08 19:23,LIS,LPPT,1,,,2022-11-08 22:40,2022-11-08 22:40,LH,1780.0,LH1780,active,195,,,,,1667947200,1667935500,1667935380.0,1667935380.0,Munich International Airport,Lisbon Humberto Delgado Airport,,,,,,
332,UA,UAL,UA8963,UAL8963,8963,MUC,EDDM,2,G2,2022-11-08 20:25,2022-11-08 19:25,2022-11-08 20:23,2022-11-08 19:23,2022-11-08 20:23,2022-11-08 19:23,LIS,LPPT,1,,,2022-11-08 22:40,2022-11-08 22:40,LH,1780.0,LH1780,active,195,,,,,1667947200,1667935500,1667935380.0,1667935380.0,Munich International Airport,Lisbon Humberto Delgado Airport,,,,,,
333,FR,RYR,FR2930,RYR2930,2930,STN,EGSS,,,2022-11-08 17:45,2022-11-08 17:45,2022-11-08 19:55,2022-11-08 19:55,2022-11-08 19:55,2022-11-08 19:55,LIS,LPPT,1,,,2022-11-08 20:25,2022-11-08 20:25,,,,active,160,130.0,130.0,142.0,B38M,1667939100,1667929500,1667937300.0,1667937300.0,London Stansted Airport,Lisbon Humberto Delgado Airport,2022-11-08 22:47,1667947620.0,2022-11-08 22:47,,,
334,U2,EZY,U27656,EZY7656,7656,LUX,ELLX,,,2022-11-08 21:00,2022-11-08 20:00,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:10,2022-11-08 20:10,LIS,LPPT,1,,,2022-11-08 22:50,2022-11-08 22:50,,,,active,170,10.0,10.0,,,1667947800,1667937600,1667938200.0,1667938200.0,Luxembourg Findel Airport,Lisbon Humberto Delgado Airport,2022-11-08 22:48,1667947680.0,2022-11-08 22:48,,,
335,AD,AZU,AD7486,AZU7486,7486,FNC,LPMA,T1,,2022-11-08 21:15,2022-11-08 21:15,,,,,LIS,LPPT,1,,,2022-11-08 22:55,2022-11-08 22:55,TP,1688.0,TP1688,scheduled,100,,,,,1667948100,1667942100,,,Madeira Airport,Lisbon Humberto Delgado Airport,,,,,,
336,FR,RYR,FR6483,RYR6483,6483,PDL,LPPD,T1,,2022-11-08 19:40,2022-11-08 20:40,,,,,LIS,LPPT,1,,,2022-11-08 22:55,2022-11-08 22:55,,,,scheduled,135,,,,,1667948100,1667940000,,,Ponta Delgada-Joao Paulo II Airport,Lisbon Humberto Delgado Airport,,,,,,
337,S4,RZO,S48038,RZO8038,8038,FNC,LPMA,T1,,2022-11-08 21:15,2022-11-08 21:15,,,,,LIS,LPPT,1,,,2022-11-08 22:55,2022-11-08 22:55,TP,1688.0,TP1688,scheduled,100,,,,,1667948100,1667942100,,,Madeira Airport,Lisbon Humberto Delgado Airport,,,,,,
338,TP,TAP,TP1688,TAP1688,1688,FNC,LPMA,T1,,2022-11-08 21:15,2022-11-08 21:15,,,,,LIS,LPPT,1,,,2022-11-08 22:55,2022-11-08 22:55,,,,scheduled,100,,,,,1667948100,1667942100,,,Madeira Airport,Lisbon Humberto Delgado Airport,,,,,,
339,AF,AFR,AF1124,AFR1124,1124,CDG,LFPG,2F,F52,2022-11-08 20:45,2022-11-08 19:45,2022-11-08 21:20,2022-11-08 20:20,2022-11-08 21:20,2022-11-08 20:20,LIS,LPPT,1,,,2022-11-08 22:25,2022-11-08 22:25,,,,active,160,33.0,35.0,33.0,A320,1667946300,1667936700,1667938800.0,1667938800.0,Paris Charles de Gaulle Airport,Lisbon Humberto Delgado Airport,2022-11-08 22:58,1667948280.0,2022-11-08 22:58,,,
340,EY,ETD,EY5900,ETD5900,5900,CDG,LFPG,2F,F52,2022-11-08 20:45,2022-11-08 19:45,2022-11-08 21:20,2022-11-08 20:20,2022-11-08 21:20,2022-11-08 20:20,LIS,LPPT,1,,,2022-11-08 22:25,2022-11-08 22:25,AF,1124.0,AF1124,active,160,33.0,35.0,33.0,,1667946300,1667936700,1667938800.0,1667938800.0,Paris Charles de Gaulle Airport,Lisbon Humberto Delgado Airport,2022-11-08 22:58,1667948280.0,2022-11-08 22:58,,,
341,G3,GLO,G35125,GLO5125,5125,CDG,LFPG,2F,F52,2022-11-08 20:45,2022-11-08 19:45,2022-11-08 21:20,2022-11-08 20:20,2022-11-08 21:20,2022-11-08 20:20,LIS,LPPT,1,,,2022-11-08 22:25,2022-11-08 22:25,AF,1124.0,AF1124,active,160,33.0,35.0,33.0,,1667946300,1667936700,1667938800.0,1667938800.0,Paris Charles de Gaulle Airport,Lisbon Humberto Delgado Airport,2022-11-08 22:58,1667948280.0,2022-11-08 22:58,,,
342,KE,KAL,KE6397,KAL6397,6397,CDG,LFPG,2F,F52,2022-11-08 20:45,2022-11-08 19:45,2022-11-08 21:20,2022-11-08 20:20,2022-11-08 21:20,2022-11-08 20:20,LIS,LPPT,1,,,2022-11-08 22:25,2022-11-08 22:25,AF,1124.0,AF1124,active,160,33.0,35.0,33.0,,1667946300,1667936700,1667938800.0,1667938800.0,Paris Charles de Gaulle Airport,Lisbon Humberto Delgado Airport,2022-11-08 22:58,1667948280.0,2022-11-08 22:58,,,
343,KQ,KQA,KQ3820,KQA3820,3820,CDG,LFPG,2F,F52,2022-11-08 20:45,2022-11-08 19:45,2022-11-08 21:20,2022-11-08 20:20,2022-11-08 21:20,2022-11-08 20:20,LIS,LPPT,1,,,2022-11-08 22:25,2022-11-08 22:25,AF,1124.0,AF1124,active,160,33.0,35.0,33.0,,1667946300,1667936700,1667938800.0,1667938800.0,Paris Charles de Gaulle Airport,Lisbon Humberto Delgado Airport,2022-11-08 22:58,1667948280.0,2022-11-08 22:58,,,
344,S4,RZO,S47303,RZO7303,7303,CDG,LFPG,2F,F52,2022-11-08 20:45,2022-11-08 19:45,2022-11-08 21:20,2022-11-08 20:20,2022-11-08 21:20,2022-11-08 20:20,LIS,LPPT,1,,,2022-11-08 22:25,2022-11-08 22:25,AF,1124.0,AF1124,active,160,33.0,35.0,33.0,,1667946300,1667936700,1667938800.0,1667938800.0,Paris Charles de Gaulle Airport,Lisbon Humberto Delgado Airport,2022-11-08 22:58,1667948280.0,2022-11-08 22:58,,,
345,U2,EZY,U27346,EZY7346,7346,MRS,LFML,2,,2022-11-08 21:30,2022-11-08 20:30,2022-11-08 21:51,2022-11-08 20:51,2022-11-08 21:51,2022-11-08 20:51,LIS,LPPT,1,,,2022-11-08 22:45,2022-11-08 22:45,,,,active,135,21.0,21.0,15.0,,1667947500,1667939400,1667940660.0,1667940660.0,Marseille Provence Airport,Lisbon Humberto Delgado Airport,2022-11-08 23:00,1667948400.0,2022-11-08 23:00,,,
346,FR,RYR,FR6489,RYR6489,6489,TER,LPLA,,,2022-11-08 19:35,2022-11-08 20:35,,,,,LIS,LPPT,1,,,2022-11-08 22:55,2022-11-08 22:55,,,,active,140,14.0,,14.0,B738,1667948100,1667939700,,,Lajes Field,Lisbon Humberto Delgado Airport,2022-11-08 23:09,1667948940.0,2022-11-08 23:09,,,
347,AA,AAL,AA8592,AAL8592,8592,MAD,LEMD,4,J52,2022-11-08 22:50,2022-11-08 21:50,,,,,LIS,LPPT,1,,,2022-11-08 23:10,2022-11-08 23:10,IB,3118.0,IB3118,scheduled,80,,,,,1667949000,1667944200,,,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,,,,,,
348,AM,AMX,AM6552,AMX6552,6552,AMS,EHAM,1,C18,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:12,2022-11-08 20:12,2022-11-08 21:12,2022-11-08 20:12,LIS,LPPT,1,,,2022-11-08 23:10,2022-11-08 23:10,KL,1697.0,KL1697,active,180,2.0,2.0,,,1667949000,1667938200,1667938320.0,1667938320.0,Amsterdam Airport Schiphol,Lisbon Humberto Delgado Airport,,,,,,
349,AY,FIN,AY5631,FIN5631,5631,MAD,LEMD,4,J52,2022-11-08 22:50,2022-11-08 21:50,,,,,LIS,LPPT,1,,,2022-11-08 23:10,2022-11-08 23:10,IB,3118.0,IB3118,scheduled,80,,,,,1667949000,1667944200,,,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,,,,,,
350,G3,GLO,G35661,GLO5661,5661,AMS,EHAM,1,C18,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:12,2022-11-08 20:12,2022-11-08 21:12,2022-11-08 20:12,LIS,LPPT,1,,,2022-11-08 23:10,2022-11-08 23:10,KL,1697.0,KL1697,active,180,2.0,2.0,,,1667949000,1667938200,1667938320.0,1667938320.0,Amsterdam Airport Schiphol,Lisbon Humberto Delgado Airport,,,,,,
351,IB,IBE,IB3118,IBE3118,3118,MAD,LEMD,4,J52,2022-11-08 22:50,2022-11-08 21:50,,,,,LIS,LPPT,1,,,2022-11-08 23:10,2022-11-08 23:10,,,,scheduled,80,,,,A20N,1667949000,1667944200,,,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,,,,,,
352,KE,KAL,KE6407,KAL6407,6407,AMS,EHAM,1,C18,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:12,2022-11-08 20:12,2022-11-08 21:12,2022-11-08 20:12,LIS,LPPT,1,,,2022-11-08 23:10,2022-11-08 23:10,KL,1697.0,KL1697,active,180,2.0,2.0,,,1667949000,1667938200,1667938320.0,1667938320.0,Amsterdam Airport Schiphol,Lisbon Humberto Delgado Airport,,,,,,
353,KL,KLM,KL1697,KLM1697,1697,AMS,EHAM,1,C18,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:12,2022-11-08 20:12,2022-11-08 21:12,2022-11-08 20:12,LIS,LPPT,1,,,2022-11-08 23:10,2022-11-08 23:10,,,,active,180,2.0,2.0,,B738,1667949000,1667938200,1667938320.0,1667938320.0,Amsterdam Airport Schiphol,Lisbon Humberto Delgado Airport,,,,,,
354,KQ,KQA,KQ1697,KQA1697,1697,AMS,EHAM,1,C18,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:12,2022-11-08 20:12,2022-11-08 21:12,2022-11-08 20:12,LIS,LPPT,1,,,2022-11-08 23:10,2022-11-08 23:10,KL,1697.0,KL1697,active,180,2.0,2.0,,,1667949000,1667938200,1667938320.0,1667938320.0,Amsterdam Airport Schiphol,Lisbon Humberto Delgado Airport,,,,,,
355,LA,LAN,LA7152,LAN7152,7152,MAD,LEMD,4,J52,2022-11-08 22:50,2022-11-08 21:50,,,,,LIS,LPPT,1,,,2022-11-08 23:10,2022-11-08 23:10,IB,3118.0,IB3118,scheduled,80,,,,,1667949000,1667944200,,,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,,,,,,
356,QR,QTR,QR6935,QTR6935,6935,MAD,LEMD,4,J52,2022-11-08 22:50,2022-11-08 21:50,,,,,LIS,LPPT,1,,,2022-11-08 23:10,2022-11-08 23:10,IB,3118.0,IB3118,scheduled,80,,,,,1667949000,1667944200,,,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,,,,,,
357,VY,VLG,VY5219,VLG5219,5219,MAD,LEMD,4,J52,2022-11-08 22:50,2022-11-08 21:50,,,,,LIS,LPPT,1,,,2022-11-08 23:10,2022-11-08 23:10,IB,3118.0,IB3118,scheduled,80,,,,,1667949000,1667944200,,,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,,,,,,
358,U2,EZY,U23763,EZY3763,3763,CDG,LFPG,2B,,2022-11-08 21:20,2022-11-08 20:20,2022-11-08 21:48,2022-11-08 20:48,2022-11-08 21:48,2022-11-08 20:48,LIS,LPPT,1,,,2022-11-08 22:55,2022-11-08 22:55,,,,active,155,22.0,28.0,22.0,,1667948100,1667938800,1667940480.0,1667940480.0,Paris Charles de Gaulle Airport,Lisbon Humberto Delgado Airport,2022-11-08 23:17,1667949420.0,2022-11-08 23:17,,,
359,S4,RZO,S4128,RZO128,128,PDL,LPPD,T1,,2022-11-08 20:10,2022-11-08 21:10,2022-11-08 20:20,2022-11-08 21:20,,,LIS,LPPT,1,,,2022-11-08 23:25,2022-11-08 23:25,,,,scheduled,135,10.0,10.0,,,1667949900,1667941800,1667942400.0,,Ponta Delgada-Joao Paulo II Airport,Lisbon Humberto Delgado Airport,,,,,,
360,TP,TAP,TP6626,TAP6626,6626,PDL,LPPD,T1,,2022-11-08 20:10,2022-11-08 21:10,2022-11-08 20:20,2022-11-08 21:20,,,LIS,LPPT,1,,,2022-11-08 23:25,2022-11-08 23:25,S4,128.0,S4128,scheduled,135,10.0,10.0,,,1667949900,1667941800,1667942400.0,,Ponta Delgada-Joao Paulo II Airport,Lisbon Humberto Delgado Airport,,,,,,
361,LH,DLH,LH1172,DLH1172,1172,FRA,EDDF,1,A17,2022-11-08 20:45,2022-11-08 19:45,2022-11-08 21:13,2022-11-08 20:13,2022-11-08 21:13,2022-11-08 20:13,LIS,LPPT,1,,,2022-11-08 22:50,2022-11-08 22:50,,,,active,185,36.0,28.0,36.0,,1667947800,1667936700,1667938380.0,1667938380.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,2022-11-08 23:26,1667949960.0,2022-11-08 23:26,,,
362,NH,ANA,NH6061,ANA6061,6061,FRA,EDDF,1,A17,2022-11-08 20:45,2022-11-08 19:45,2022-11-08 21:13,2022-11-08 20:13,2022-11-08 21:13,2022-11-08 20:13,LIS,LPPT,1,,,2022-11-08 22:50,2022-11-08 22:50,LH,1172.0,LH1172,active,185,36.0,28.0,36.0,,1667947800,1667936700,1667938380.0,1667938380.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,2022-11-08 23:26,1667949960.0,2022-11-08 23:26,,,
363,OS,AUA,OS7395,AUA7395,7395,FRA,EDDF,1,A17,2022-11-08 20:45,2022-11-08 19:45,2022-11-08 21:13,2022-11-08 20:13,2022-11-08 21:13,2022-11-08 20:13,LIS,LPPT,1,,,2022-11-08 22:50,2022-11-08 22:50,LH,1172.0,LH1172,active,185,36.0,28.0,36.0,,1667947800,1667936700,1667938380.0,1667938380.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,2022-11-08 23:26,1667949960.0,2022-11-08 23:26,,,
364,SK,SAS,SK3250,SAS3250,3250,FRA,EDDF,1,A17,2022-11-08 20:45,2022-11-08 19:45,2022-11-08 21:13,2022-11-08 20:13,2022-11-08 21:13,2022-11-08 20:13,LIS,LPPT,1,,,2022-11-08 22:50,2022-11-08 22:50,LH,1172.0,LH1172,active,185,36.0,28.0,36.0,,1667947800,1667936700,1667938380.0,1667938380.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,2022-11-08 23:26,1667949960.0,2022-11-08 23:26,,,
365,SQ,SIA,SQ2112,SIA2112,2112,FRA,EDDF,1,A17,2022-11-08 20:45,2022-11-08 19:45,2022-11-08 21:13,2022-11-08 20:13,2022-11-08 21:13,2022-11-08 20:13,LIS,LPPT,1,,,2022-11-08 22:50,2022-11-08 22:50,LH,1172.0,LH1172,active,185,36.0,28.0,36.0,,1667947800,1667936700,1667938380.0,1667938380.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,2022-11-08 23:26,1667949960.0,2022-11-08 23:26,,,
366,TG,THA,TG7650,THA7650,7650,FRA,EDDF,1,A17,2022-11-08 20:45,2022-11-08 19:45,2022-11-08 21:13,2022-11-08 20:13,2022-11-08 21:13,2022-11-08 20:13,LIS,LPPT,1,,,2022-11-08 22:50,2022-11-08 22:50,LH,1172.0,LH1172,active,185,36.0,28.0,36.0,,1667947800,1667936700,1667938380.0,1667938380.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,2022-11-08 23:26,1667949960.0,2022-11-08 23:26,,,
367,TP,TAP,TP6704,TAP6704,6704,FRA,EDDF,1,A17,2022-11-08 20:45,2022-11-08 19:45,2022-11-08 21:13,2022-11-08 20:13,2022-11-08 21:13,2022-11-08 20:13,LIS,LPPT,1,,,2022-11-08 22:50,2022-11-08 22:50,LH,1172.0,LH1172,active,185,36.0,28.0,36.0,,1667947800,1667936700,1667938380.0,1667938380.0,Frankfurt Airport,Lisbon Humberto Delgado Airport,2022-11-08 23:26,1667949960.0,2022-11-08 23:26,,,
