id,airline_iata,airline_icao,flight_iata,flight_icao,flight_number,dep_iata,dep_icao,dep_terminal,dep_gate,dep_time,dep_time_utc,dep_estimated,dep_estimated_utc,dep_actual,dep_actual_utc,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_time,arr_time_utc,cs_airline_iata,cs_flight_number,cs_flight_iata,status,duration,delayed,dep_delayed,arr_delayed,aircraft_icao,arr_time_ts,dep_time_ts,dep_estimated_ts,dep_actual_ts,departure,arrivals,arr_estimated,arr_estimated_ts,arr_estimated_utc,arr_actual,arr_actual_ts,arr_actual_utc
248,A3,AEE,A31748,AEE1748,1748,NCE,LFMN,1,,2022-11-08 18:10,2022-11-08 17:10,2022-11-08 18:35,2022-11-08 17:35,2022-11-08 19:06,2022-11-08 18:06,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,NI,487.0,NI487,landed,155,46.0,25.0,46.0,,1667936700,1667927400,1667928900.0,1667930760.0,Nice Cote d'Azur International Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:31,1667939460.0,2022-11-08 20:31,2022-11-08 20:31,1667939460.0,2022-11-08 20:31
249,NI,PGA,NI487,PGA487,487,NCE,LFMN,1,,2022-11-08 18:10,2022-11-08 17:10,2022-11-08 18:35,2022-11-08 17:35,2022-11-08 19:06,2022-11-08 18:06,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,,,,landed,155,46.0,25.0,46.0,,1667936700,1667927400,1667928900.0,1667930760.0,Nice Cote d'Azur International Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:31,1667939460.0,2022-11-08 20:31,2022-11-08 20:31,1667939460.0,2022-11-08 20:31
250,S4,RZO,S48327,RZO8327,8327,NCE,LFMN,1,,2022-11-08 18:10,2022-11-08 17:10,2022-11-08 18:35,2022-11-08 17:35,2022-11-08 19:06,2022-11-08 18:06,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,NI,487.0,NI487,landed,155,46.0,25.0,46.0,,1667936700,1667927400,1667928900.0,1667930760.0,Nice Cote d'Azur International Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:31,1667939460.0,2022-11-08 20:31,2022-11-08 20:31,1667939460.0,2022-11-08 20:31
251,TP,TAP,TP487,TAP487,487,NCE,LFMN,1,,2022-11-08 18:10,2022-11-08 17:10,2022-11-08 18:35,2022-11-08 17:35,2022-11-08 19:06,2022-11-08 18:06,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,NI,487.0,NI487,landed,155,46.0,25.0,46.0,,1667936700,1667927400,1667928900.0,1667930760.0,Nice Cote d'Azur International Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:31,1667939460.0,2022-11-08 20:31,2022-11-08 20:31,1667939460.0,2022-11-08 20:31
252,SN,BEL,SN6405,BEL6405,6405,BRU,EBBR,,A52,2022-11-08 17:55,2022-11-08 16:55,2022-11-08 18:37,2022-11-08 17:37,2022-11-08 18:37,2022-11-08 17:37,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,TP,649.0,TP649,landed,170,49.0,42.0,49.0,,1667936700,1667926500,1667929020.0,1667929020.0,Brussels Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:34,1667939640.0,2022-11-08 20:34,2022-11-08 20:34,1667939640.0,2022-11-08 20:34
253,TP,TAP,TP649,TAP649,649,BRU,EBBR,,A52,2022-11-08 17:55,2022-11-08 16:55,2022-11-08 18:37,2022-11-08 17:37,2022-11-08 18:37,2022-11-08 17:37,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,,,,landed,170,49.0,42.0,49.0,,1667936700,1667926500,1667929020.0,1667929020.0,Brussels Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:34,1667939640.0,2022-11-08 20:34,2022-11-08 20:34,1667939640.0,2022-11-08 20:34
254,NI,PGA,NI473,PGA473,473,LYS,LFLL,T1,,2022-11-08 18:15,2022-11-08 17:15,2022-11-08 19:14,2022-11-08 18:14,2022-11-08 19:14,2022-11-08 18:14,LIS,LPPT,1,,,2022-11-08 19:40,2022-11-08 19:40,,,,landed,145,58.0,,58.0,,1667936400,1667927700,1667931240.0,1667931240.0,Lyon-Saint Exupery Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:38,1667939880.0,2022-11-08 20:38,2022-11-08 20:38,1667939880.0,2022-11-08 20:38
255,S4,RZO,S48318,RZO8318,8318,LYS,LFLL,T1,,2022-11-08 18:15,2022-11-08 17:15,2022-11-08 19:14,2022-11-08 18:14,2022-11-08 19:14,2022-11-08 18:14,LIS,LPPT,1,,,2022-11-08 19:40,2022-11-08 19:40,NI,473.0,NI473,landed,145,58.0,,58.0,,1667936400,1667927700,1667931240.0,1667931240.0,Lyon-Saint Exupery Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:38,1667939880.0,2022-11-08 20:38,2022-11-08 20:38,1667939880.0,2022-11-08 20:38
256,TP,TAP,TP473,TAP473,473,LYS,LFLL,T1,,2022-11-08 18:15,2022-11-08 17:15,2022-11-08 19:14,2022-11-08 18:14,2022-11-08 19:14,2022-11-08 18:14,LIS,LPPT,1,,,2022-11-08 19:40,2022-11-08 19:40,NI,473.0,NI473,landed,145,58.0,,58.0,,1667936400,1667927700,1667931240.0,1667931240.0,Lyon-Saint Exupery Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:38,1667939880.0,2022-11-08 20:38,2022-11-08 20:38,1667939880.0,2022-11-08 20:38
257,NI,PGA,NI545,PGA545,545,DUS,EDDL,,B27,2022-11-08 17:40,2022-11-08 16:40,2022-11-08 18:20,2022-11-08 17:20,2022-11-08 18:20,2022-11-08 17:20,LIS,LPPT,1,,,2022-11-08 19:40,2022-11-08 19:40,,,,landed,180,61.0,40.0,61.0,,1667936400,1667925600,1667928000.0,1667928000.0,Duesseldorf International Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:41,1667940060.0,2022-11-08 20:41,2022-11-08 20:41,1667940060.0,2022-11-08 20:41
258,S4,RZO,S48339,RZO8339,8339,DUS,EDDL,,B27,2022-11-08 17:40,2022-11-08 16:40,2022-11-08 18:20,2022-11-08 17:20,2022-11-08 18:20,2022-11-08 17:20,LIS,LPPT,1,,,2022-11-08 19:40,2022-11-08 19:40,NI,545.0,NI545,landed,180,61.0,40.0,61.0,,1667936400,1667925600,1667928000.0,1667928000.0,Duesseldorf International Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:41,1667940060.0,2022-11-08 20:41,2022-11-08 20:41,1667940060.0,2022-11-08 20:41
259,TP,TAP,TP545,TAP545,545,DUS,EDDL,,B27,2022-11-08 17:40,2022-11-08 16:40,2022-11-08 18:20,2022-11-08 17:20,2022-11-08 18:20,2022-11-08 17:20,LIS,LPPT,1,,,2022-11-08 19:40,2022-11-08 19:40,NI,545.0,NI545,landed,180,61.0,40.0,61.0,,1667936400,1667925600,1667928000.0,1667928000.0,Duesseldorf International Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:41,1667940060.0,2022-11-08 20:41,2022-11-08 20:41,1667940060.0,2022-11-08 20:41
260,LY,ELY,LY9031,ELY9031,9031,BER,EDDB,1,,2022-11-08 17:10,2022-11-08 16:10,2022-11-08 17:55,2022-11-08 16:55,2022-11-08 17:55,2022-11-08 16:55,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,NI,533.0,NI533,landed,215,63.0,45.0,63.0,,1667936700,1667923800,1667926500.0,1667926500.0,Berlin Brandenburg Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:48,1667940480.0,2022-11-08 20:48,2022-11-08 20:48,1667940480.0,2022-11-08 20:48
261,NI,PGA,NI533,PGA533,533,BER,EDDB,1,,2022-11-08 17:10,2022-11-08 16:10,2022-11-08 17:55,2022-11-08 16:55,2022-11-08 17:55,2022-11-08 16:55,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,,,,landed,215,63.0,45.0,63.0,,1667936700,1667923800,1667926500.0,1667926500.0,Berlin Brandenburg Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:48,1667940480.0,2022-11-08 20:48,2022-11-08 20:48,1667940480.0,2022-11-08 20:48
262,S4,RZO,S48332,RZO8332,8332,BER,EDDB,1,,2022-11-08 17:10,2022-11-08 16:10,2022-11-08 17:55,2022-11-08 16:55,2022-11-08 17:55,2022-11-08 16:55,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,NI,533.0,NI533,landed,215,63.0,45.0,63.0,,1667936700,1667923800,1667926500.0,1667926500.0,Berlin Brandenburg Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:48,1667940480.0,2022-11-08 20:48,2022-11-08 20:48,1667940480.0,2022-11-08 20:48
263,TP,TAP,TP533,TAP533,533,BER,EDDB,1,,2022-11-08 17:10,2022-11-08 16:10,2022-11-08 17:55,2022-11-08 16:55,2022-11-08 17:55,2022-11-08 16:55,LIS,LPPT,1,,,2022-11-08 19:45,2022-11-08 19:45,NI,533.0,NI533,landed,215,63.0,45.0,63.0,,1667936700,1667923800,1667926500.0,1667926500.0,Berlin Brandenburg Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:48,1667940480.0,2022-11-08 20:48,2022-11-08 20:48,1667940480.0,2022-11-08 20:48
264,U2,EZY,U27360,EZY7360,7360,RNS,LFRN,,,2022-11-08 17:25,2022-11-08 16:25,2022-11-08 19:43,2022-11-08 18:43,2022-11-08 19:43,2022-11-08 18:43,LIS,LPPT,1,,,2022-11-08 18:25,2022-11-08 18:25,,,,landed,120,144.0,138.0,144.0,,1667931900,1667924700,1667932980.0,1667932980.0,Rennes - Saint-Jacques,Lisbon Humberto Delgado Airport,2022-11-08 20:49,1667940540.0,2022-11-08 20:49,2022-11-08 20:49,1667940540.0,2022-11-08 20:49
265,FR,RYR,FR2078,RYR2078,2078,MRS,LFML,2,,2022-11-08 18:30,2022-11-08 17:30,2022-11-08 19:25,2022-11-08 18:25,2022-11-08 19:25,2022-11-08 18:25,LIS,LPPT,1,,,2022-11-08 19:50,2022-11-08 19:50,,2078.0,,landed,140,60.0,55.0,60.0,,1667937000,1667928600,1667931900.0,1667931900.0,Marseille Provence Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:50,1667940600.0,2022-11-08 20:50,,,
266,,MAY,,MAY2078,2078,MRS,LFML,2,,2022-11-08 18:30,2022-11-08 17:30,2022-11-08 19:25,2022-11-08 18:25,2022-11-08 19:25,2022-11-08 18:25,LIS,LPPT,1,,,2022-11-08 19:50,2022-11-08 19:50,,,,landed,140,60.0,55.0,60.0,,1667937000,1667928600,1667931900.0,1667931900.0,Marseille Provence Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:50,1667940600.0,2022-11-08 20:50,,,
267,IB,IBE,IB5612,IBE5612,5612,BCN,LEBL,1,B47,2022-11-08 19:10,2022-11-08 18:10,2022-11-08 20:03,2022-11-08 19:03,2022-11-08 20:03,2022-11-08 19:03,LIS,LPPT,1,,,2022-11-08 20:10,2022-11-08 20:10,VY,8462.0,VY8462,landed,120,43.0,53.0,43.0,,1667938200,1667931000,1667934180.0,1667934180.0,Barcelona-El Prat Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:53,1667940780.0,2022-11-08 20:53,,,
268,LA,LAN,LA5846,LAN5846,5846,BCN,LEBL,1,B47,2022-11-08 19:10,2022-11-08 18:10,2022-11-08 20:03,2022-11-08 19:03,2022-11-08 20:03,2022-11-08 19:03,LIS,LPPT,1,,,2022-11-08 20:10,2022-11-08 20:10,VY,8462.0,VY8462,landed,120,43.0,53.0,43.0,,1667938200,1667931000,1667934180.0,1667934180.0,Barcelona-El Prat Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:53,1667940780.0,2022-11-08 20:53,,,
269,QR,QTR,QR3635,QTR3635,3635,BCN,LEBL,1,B47,2022-11-08 19:10,2022-11-08 18:10,2022-11-08 20:03,2022-11-08 19:03,2022-11-08 20:03,2022-11-08 19:03,LIS,LPPT,1,,,2022-11-08 20:10,2022-11-08 20:10,VY,8462.0,VY8462,landed,120,43.0,53.0,43.0,,1667938200,1667931000,1667934180.0,1667934180.0,Barcelona-El Prat Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:53,1667940780.0,2022-11-08 20:53,,,
270,VY,VLG,VY8462,VLG8462,8462,BCN,LEBL,1,B47,2022-11-08 19:10,2022-11-08 18:10,2022-11-08 20:03,2022-11-08 19:03,2022-11-08 20:03,2022-11-08 19:03,LIS,LPPT,1,,,2022-11-08 20:10,2022-11-08 20:10,,,,landed,120,43.0,53.0,43.0,,1667938200,1667931000,1667934180.0,1667934180.0,Barcelona-El Prat Airport,Lisbon Humberto Delgado Airport,2022-11-08 20:53,1667940780.0,2022-11-08 20:53,,,
271,AD,AZU,AD7320,AZU7320,7320,OPO,LPPR,,,2022-11-08 20:00,2022-11-08 20:00,2022-11-08 20:38,2022-11-08 20:38,2022-11-08 20:38,2022-11-08 20:38,LIS,LPPT,1,,,2022-11-08 21:00,2022-11-08 21:00,TP,1955.0,TP1955,active,60,,,,,1667941200,1667937600,1667939880.0,1667939880.0,Francisco de Sa Carneiro Airport,Lisbon Humberto Delgado Airport,,,,,,
272,FR,RYR,FR7390,RYR7390,7390,DUB,EIDW,1,104,2022-11-08 17:50,2022-11-08 17:50,2022-11-08 18:34,2022-11-08 18:34,2022-11-08 18:34,2022-11-08 18:34,LIS,LPPT,1,,,2022-11-08 20:40,2022-11-08 20:40,,,,active,170,20.0,44.0,20.0,B38M,1667940000,1667929800,1667932440.0,1667932440.0,Dublin Airport,Lisbon Humberto Delgado Airport,2022-11-08 21:00,1667941200.0,2022-11-08 21:00,,,
273,S4,RZO,S48040,RZO8040,8040,OPO,LPPR,,,2022-11-08 20:00,2022-11-08 20:00,2022-11-08 20:38,2022-11-08 20:38,2022-11-08 20:38,2022-11-08 20:38,LIS,LPPT,1,,,2022-11-08 21:00,2022-11-08 21:00,TP,1955.0,TP1955,active,60,,,,,1667941200,1667937600,1667939880.0,1667939880.0,Francisco de Sa Carneiro Airport,Lisbon Humberto Delgado Airport,,,,,,
274,TP,TAP,TP1955,TAP1955,1955,OPO,LPPR,,,2022-11-08 20:00,2022-11-08 20:00,2022-11-08 20:38,2022-11-08 20:38,2022-11-08 20:38,2022-11-08 20:38,LIS,LPPT,1,,,2022-11-08 21:00,2022-11-08 21:00,,,,active,60,,,,A320,1667941200,1667937600,1667939880.0,1667939880.0,Francisco de Sa Carneiro Airport,Lisbon Humberto Delgado Airport,,,,,,
275,FR,RYR,FR3952,RYR3952,3952,MAN,EGCC,3,52,2022-11-08 17:50,2022-11-08 17:50,2022-11-08 18:10,2022-11-08 18:10,2022-11-08 18:10,2022-11-08 18:10,LIS,LPPT,1,,,2022-11-08 20:40,2022-11-08 20:40,,,,active,170,38.0,20.0,38.0,B738,1667940000,1667929800,1667931000.0,1667931000.0,Manchester Airport,Lisbon Humberto Delgado Airport,2022-11-08 21:18,1667942280.0,2022-11-08 21:18,,,
276,A3,AEE,A31711,AEE1711,1711,LHR,EGLL,2,A19,2022-11-08 18:30,2022-11-08 18:30,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,LIS,LPPT,1,,,2022-11-08 21:15,2022-11-08 21:15,TP,1357.0,TP1357,active,165,6.0,15.0,6.0,,1667942100,1667932200,1667933100.0,1667933100.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,2022-11-08 21:21,1667942460.0,2022-11-08 21:21,,,
277,AD,AZU,AD7298,AZU7298,7298,LHR,EGLL,2,A19,2022-11-08 18:30,2022-11-08 18:30,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,LIS,LPPT,1,,,2022-11-08 21:15,2022-11-08 21:15,TP,1357.0,TP1357,active,165,6.0,15.0,6.0,,1667942100,1667932200,1667933100.0,1667933100.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,2022-11-08 21:21,1667942460.0,2022-11-08 21:21,,,
278,AI,AIC,AI7913,AIC7913,7913,LHR,EGLL,2,A19,2022-11-08 18:30,2022-11-08 18:30,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,LIS,LPPT,1,,,2022-11-08 21:15,2022-11-08 21:15,TP,1357.0,TP1357,active,165,6.0,15.0,6.0,,1667942100,1667932200,1667933100.0,1667933100.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,2022-11-08 21:21,1667942460.0,2022-11-08 21:21,,,
279,AV,AVA,AV2484,AVA2484,2484,LHR,EGLL,2,A19,2022-11-08 18:30,2022-11-08 18:30,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,LIS,LPPT,1,,,2022-11-08 21:15,2022-11-08 21:15,TP,1357.0,TP1357,active,165,6.0,15.0,6.0,,1667942100,1667932200,1667933100.0,1667933100.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,2022-11-08 21:21,1667942460.0,2022-11-08 21:21,,,
280,ET,ETH,ET1727,ETH1727,1727,LHR,EGLL,2,A19,2022-11-08 18:30,2022-11-08 18:30,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,LIS,LPPT,1,,,2022-11-08 21:15,2022-11-08 21:15,TP,1357.0,TP1357,active,165,6.0,15.0,6.0,,1667942100,1667932200,1667933100.0,1667933100.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,2022-11-08 21:21,1667942460.0,2022-11-08 21:21,,,
281,LO,LOT,LO4719,LOT4719,4719,LHR,EGLL,2,A19,2022-11-08 18:30,2022-11-08 18:30,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,LIS,LPPT,1,,,2022-11-08 21:15,2022-11-08 21:15,TP,1357.0,TP1357,active,165,6.0,15.0,6.0,,1667942100,1667932200,1667933100.0,1667933100.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,2022-11-08 21:21,1667942460.0,2022-11-08 21:21,,,
282,LY,ELY,LY9055,ELY9055,9055,LHR,EGLL,2,A19,2022-11-08 18:30,2022-11-08 18:30,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,LIS,LPPT,1,,,2022-11-08 21:15,2022-11-08 21:15,TP,1357.0,TP1357,active,165,6.0,15.0,6.0,,1667942100,1667932200,1667933100.0,1667933100.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,2022-11-08 21:21,1667942460.0,2022-11-08 21:21,,,
283,MS,MSR,MS9533,MSR9533,9533,LHR,EGLL,2,A19,2022-11-08 18:30,2022-11-08 18:30,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,LIS,LPPT,1,,,2022-11-08 21:15,2022-11-08 21:15,TP,1357.0,TP1357,active,165,6.0,15.0,6.0,,1667942100,1667932200,1667933100.0,1667933100.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,2022-11-08 21:21,1667942460.0,2022-11-08 21:21,,,
284,NH,ANA,NH6731,ANA6731,6731,LHR,EGLL,2,A19,2022-11-08 18:30,2022-11-08 18:30,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,LIS,LPPT,1,,,2022-11-08 21:15,2022-11-08 21:15,TP,1357.0,TP1357,active,165,6.0,15.0,6.0,,1667942100,1667932200,1667933100.0,1667933100.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,2022-11-08 21:21,1667942460.0,2022-11-08 21:21,,,
285,S4,RZO,S48047,RZO8047,8047,LHR,EGLL,2,A19,2022-11-08 18:30,2022-11-08 18:30,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,LIS,LPPT,1,,,2022-11-08 21:15,2022-11-08 21:15,TP,1357.0,TP1357,active,165,6.0,15.0,6.0,,1667942100,1667932200,1667933100.0,1667933100.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,2022-11-08 21:21,1667942460.0,2022-11-08 21:21,,,
286,SQ,SIA,SQ2775,SIA2775,2775,LHR,EGLL,2,A19,2022-11-08 18:30,2022-11-08 18:30,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,LIS,LPPT,1,,,2022-11-08 21:15,2022-11-08 21:15,TP,1357.0,TP1357,active,165,6.0,15.0,6.0,,1667942100,1667932200,1667933100.0,1667933100.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,2022-11-08 21:21,1667942460.0,2022-11-08 21:21,,,
287,TP,TAP,TP1357,TAP1357,1357,LHR,EGLL,2,A19,2022-11-08 18:30,2022-11-08 18:30,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,LIS,LPPT,1,,,2022-11-08 21:15,2022-11-08 21:15,,,,active,165,6.0,15.0,6.0,,1667942100,1667932200,1667933100.0,1667933100.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,2022-11-08 21:21,1667942460.0,2022-11-08 21:21,,,
288,UA,UAL,UA6881,UAL6881,6881,LHR,EGLL,2,A19,2022-11-08 18:30,2022-11-08 18:30,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 18:45,LIS,LPPT,1,,,2022-11-08 21:15,2022-11-08 21:15,TP,1357.0,TP1357,active,165,6.0,15.0,6.0,,1667942100,1667932200,1667933100.0,1667933100.0,London Heathrow Airport,Lisbon Humberto Delgado Airport,2022-11-08 21:21,1667942460.0,2022-11-08 21:21,,,
289,A3,AEE,A31739,AEE1739,1739,FCO,LIRF,3,,2022-11-08 19:35,2022-11-08 18:35,,,,,LIS,LPPT,1,,,2022-11-08 21:30,2022-11-08 21:30,NI,843.0,NI843,scheduled,175,,,,,1667943000,1667932500,,,Leonardo da Vinci-Fiumicino Airport,Lisbon Humberto Delgado Airport,,,,,,
290,A3,AEE,A31777,AEE1777,1777,MAD,LEMD,2,,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:06,2022-11-08 20:06,2022-11-08 21:06,2022-11-08 20:06,LIS,LPPT,1,,,2022-11-08 21:30,2022-11-08 21:30,FB,1019.0,FB1019,active,80,,,,,1667943000,1667938200,1667937960.0,1667937960.0,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,,,,,,
291,AD,AZU,AD7265,AZU7265,7265,FCO,LIRF,3,,2022-11-08 19:35,2022-11-08 18:35,,,,,LIS,LPPT,1,,,2022-11-08 21:30,2022-11-08 21:30,NI,843.0,NI843,scheduled,175,,,,,1667943000,1667932500,,,Leonardo da Vinci-Fiumicino Airport,Lisbon Humberto Delgado Airport,,,,,,
292,AD,AZU,AD7310,AZU7310,7310,MAD,LEMD,2,,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:06,2022-11-08 20:06,2022-11-08 21:06,2022-11-08 20:06,LIS,LPPT,1,,,2022-11-08 21:30,2022-11-08 21:30,FB,1019.0,FB1019,active,80,,,,,1667943000,1667938200,1667937960.0,1667937960.0,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,,,,,,
293,AZ,ITY,AZ7766,ITY7766,7766,FCO,LIRF,3,,2022-11-08 19:35,2022-11-08 18:35,,,,,LIS,LPPT,1,,,2022-11-08 21:30,2022-11-08 21:30,NI,843.0,NI843,scheduled,175,,,,,1667943000,1667932500,,,Leonardo da Vinci-Fiumicino Airport,Lisbon Humberto Delgado Airport,,,,,,
294,CA,CCA,CA7041,CCA7041,7041,MAD,LEMD,2,,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:06,2022-11-08 20:06,2022-11-08 21:06,2022-11-08 20:06,LIS,LPPT,1,,,2022-11-08 21:30,2022-11-08 21:30,FB,1019.0,FB1019,active,80,,,,,1667943000,1667938200,1667937960.0,1667937960.0,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,,,,,,
295,FB,LZB,FB1019,LZB1019,1019,MAD,LEMD,2,,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:06,2022-11-08 20:06,2022-11-08 21:06,2022-11-08 20:06,LIS,LPPT,1,,,2022-11-08 21:30,2022-11-08 21:30,,,,active,80,,,,,1667943000,1667938200,1667937960.0,1667937960.0,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,,,,,,
296,MS,MSR,MS9416,MSR9416,9416,FCO,LIRF,3,,2022-11-08 19:35,2022-11-08 18:35,,,,,LIS,LPPT,1,,,2022-11-08 21:30,2022-11-08 21:30,NI,843.0,NI843,scheduled,175,,,,,1667943000,1667932500,,,Leonardo da Vinci-Fiumicino Airport,Lisbon Humberto Delgado Airport,,,,,,
297,NI,PGA,NI843,PGA843,843,FCO,LIRF,3,,2022-11-08 19:35,2022-11-08 18:35,,,,,LIS,LPPT,1,,,2022-11-08 21:30,2022-11-08 21:30,,,,scheduled,175,,,,,1667943000,1667932500,,,Leonardo da Vinci-Fiumicino Airport,Lisbon Humberto Delgado Airport,,,,,,
298,OU,CTN,OU5724,CTN5724,5724,FCO,LIRF,3,,2022-11-08 19:35,2022-11-08 18:35,,,,,LIS,LPPT,1,,,2022-11-08 21:30,2022-11-08 21:30,NI,843.0,NI843,scheduled,175,,,,,1667943000,1667932500,,,Leonardo da Vinci-Fiumicino Airport,Lisbon Humberto Delgado Airport,,,,,,
299,S4,RZO,S48263,RZO8263,8263,FCO,LIRF,3,,2022-11-08 19:35,2022-11-08 18:35,,,,,LIS,LPPT,1,,,2022-11-08 21:30,2022-11-08 21:30,NI,843.0,NI843,scheduled,175,,,,,1667943000,1667932500,,,Leonardo da Vinci-Fiumicino Airport,Lisbon Humberto Delgado Airport,,,,,,
300,S4,RZO,S48691,RZO8691,8691,MAD,LEMD,2,,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:06,2022-11-08 20:06,2022-11-08 21:06,2022-11-08 20:06,LIS,LPPT,1,,,2022-11-08 21:30,2022-11-08 21:30,FB,1019.0,FB1019,active,80,,,,,1667943000,1667938200,1667937960.0,1667937960.0,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,,,,,,
301,TP,TAP,TP1019,TAP1019,1019,MAD,LEMD,2,,2022-11-08 21:10,2022-11-08 20:10,2022-11-08 21:06,2022-11-08 20:06,2022-11-08 21:06,2022-11-08 20:06,LIS,LPPT,1,,,2022-11-08 21:30,2022-11-08 21:30,FB,1019.0,FB1019,active,80,,,,E190,1667943000,1667938200,1667937960.0,1667937960.0,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,,,,,,
302,TP,TAP,TP843,TAP843,843,FCO,LIRF,3,,2022-11-08 19:35,2022-11-08 18:35,,,,,LIS,LPPT,1,,,2022-11-08 21:30,2022-11-08 21:30,NI,843.0,NI843,scheduled,175,,,,,1667943000,1667932500,,,Leonardo da Vinci-Fiumicino Airport,Lisbon Humberto Delgado Airport,,,,,,
303,A3,AEE,A31704,AEE1704,1704,PRG,LKPR,2,D6,2022-11-08 18:55,2022-11-08 17:55,2022-11-08 19:15,2022-11-08 18:15,2022-11-08 19:15,2022-11-08 18:15,LIS,LPPT,1,,250.0,2022-11-08 21:35,2022-11-08 21:35,TP,1247.0,TP1247,active,220,,20.0,,,1667943300,1667930100,1667931300.0,1667931300.0,Prague Vaclav Havel Airport,Lisbon Humberto Delgado Airport,,,,,,
304,LO,LOT,LO4723,LOT4723,4723,PRG,LKPR,2,D6,2022-11-08 18:55,2022-11-08 17:55,2022-11-08 19:15,2022-11-08 18:15,2022-11-08 19:15,2022-11-08 18:15,LIS,LPPT,1,,250.0,2022-11-08 21:35,2022-11-08 21:35,TP,1247.0,TP1247,active,220,,20.0,,,1667943300,1667930100,1667931300.0,1667931300.0,Prague Vaclav Havel Airport,Lisbon Humberto Delgado Airport,,,,,,
